addr_street;addr_number;addr_building;addr_letter;addr_district;data_buildingdate;param_ukname;repair_years;repair_work_problem;number;lat;lon;data_reconstructiondate;age;index_r;age_norm;age_norm_inv
г.Павловск, Первого Мая ул.;10;5.0;А;Пушкинский;2009;"ТСЖ ""Павловские усадьбы""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Ремонт и восстановление озеленения; Расходы на изготовление проектно-сметной документации; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа";20913;30.362769;59.833027;0.0;9;0.7471321914760176;0.017482517482517484;0.9825174825174825
Тюшина ул.;8;0.0;А;Центральный;1882;"ООО "" Жилкомсервис №2 Центрального района """;2020;"Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления";20914;30.315868;59.939095;0.0;136;0.22817785443674643;0.46153846153846156;0.5384615384615384
Львовская ул.;17;0.0;А;Петродворцовый;2003;"ТСЖ ""Львовская Усадьба""";2020;Ремонт конструкций и замена покрытий крыш;20918;30.210424;60.00758199999999;0.0;15;0.6112301967738138;0.038461538461538464;0.9615384615384616
г.Павловск, Детскосельская ул.;4;0.0;А;Пушкинский;2008;"ООО ""ЖКС""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления";20920;30.408961;60.01965300000001;0.0;10;0.7175559837002602;0.02097902097902098;0.9790209790209791
пос.Шушары, Московское шоссе;272;0.0;А;Пушкинский;2012;"ООО ""Жилищно-эксплуатацтонная компания""";2020;"Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации; Ремонт конструкций и замена покрытий крыш";20924;30.354154;59.92983100000001;0.0;6;0.8681990732694461;0.006993006993006993;0.993006993006993
Блохина ул.;13;0.0;А;Петроградский;2007;"ТСЖ ""Блохина 13""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа";20926;30.422983;59.926774;0.0;11;0.6914885665954706;0.024475524475524476;0.9755244755244755
Пр. Славы;52;1.0;А;Фрунзенский;2007;"ТСЖ ""На Славе""";2020;"Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";20927;30.239395;60.013303;0.0;11;0.6914885665954706;0.024475524475524476;0.9755244755244755
Съезжинская ул.;36;0.0;А;Петроградский;2005;"ТСЖ ""Съезжинская, 36""";2020;"Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Ремонт или замена системы отопления";20930;30.26656;60.006048;0.0;13;0.6473888069275165;0.03146853146853147;0.9685314685314685
Счастливая ул.;12;0.0;Б;Кировский;2002;"Товарищество собственников жилья ""Счастливая 12""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Расходы на изготовление проектно-сметной документации; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20932;30.455826;59.920172;0.0;16;0.5954115063616282;0.04195804195804196;0.958041958041958
Бадаева ул.;6;1.0;А;Невский;2009;"ТСЖ ""Бадаева, 8""";2020;"Ремонт или замена системы холодного водоснабжения; Благоустройство придомовой территории; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы канализования и водоотведения; Ремонт конструкций и замена покрытий крыш";20935;30.14906;59.827813;0.0;9;0.7471321914760176;0.017482517482517484;0.9825174825174825
Маршала Казакова ул.;11;0.0;А;Кировский;2002;"Общество с ограниченной ответственностью ""Жилкомсервис № 3 Кировского района""";2020;Ремонт конструкций и замена покрытий крыш;20936;30.101009;59.83595699999999;0.0;16;0.5954115063616282;0.04195804195804196;0.958041958041958
г.Пушкин, Песочная ул.;4;0.0;А;Пушкинский;2008;"ТСЖ ""Царскосельская усадьба - 1""";2020;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20938;30.420351;59.971204;0.0;10;0.7175559837002602;0.02097902097902098;0.9790209790209791
пос.Песочный, Военный городок;20;0.0;А;Курортный;1958;"ООО ""ЖЭК Созвездие""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления";20941;30.389296;59.836057;0.0;60;0.3354788297454366;0.1958041958041958;0.8041958041958042
Большевиков пр.;22;3.0;А;Невский;1998;"ТСЖ ""Лагуна""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Расходы на изготовление проектно-сметной документации";20942;30.364072;59.859777;0.0;20;0.5430496563281136;0.055944055944055944;0.9440559440559441
Народного Ополчения пр.;7;0.0;А;Кировский;1963;"Общество с ограниченной ответственностью ""Жилкомсервис № 1 Кировского района""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы горячего водоснабжения";20943;30.566696000000004;59.747185;0.0;55;0.34907322156779746;0.17832167832167833;0.8216783216783217
Юрия Гагарина пр.;53;0.0;А;Московский;1961;"ООО ""Жилкомсервис № 1 Московского района""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения";20945;30.371303;59.847047;0.0;57;0.3434378258701769;0.1853146853146853;0.8146853146853147
Варшавская ул.;19;2.0;А;Московский;2005;"УК  ""ООО"" Инженерно-техническая служба""";2020;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов";20947;30.299618;60.035585;0.0;13;0.6473888069275165;0.03146853146853147;0.9685314685314685
Чекистов ул.;22;0.0;А;Красносельский;2000;"ООО ""Жилищник""";2020;"Ремонт или замена системы холодного водоснабжения; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения";20949;30.419102;60.004442;0.0;18;0.5673236678211675;0.04895104895104895;0.951048951048951
6-я Красноармейская ул.;19;0.0;А;Адмиралтейский;1917;"ТСЖ ""6-я Красноармейская-19""";2020;"Ремонт или замена системы электроснабжения; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";20950;30.353912;59.928230000000006;0.0;101;0.2631394317913649;0.33916083916083917;0.6608391608391608
Хасанская ул.;10;2.0;А;Красногвардейский;2008;"ООО УК ""Монтаж оболрудование плюс""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы горячего водоснабжения";20953;30.368797;60.05008;0.0;10;0.7175559837002602;0.02097902097902098;0.9790209790209791
Дунайский пр.;28;2.0;А;Московский;2008;"ТСЖ ""Дунайский 28/2""";2020;"Ремонт фасада (Герметизация стыков стеновых панелей); Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20963;30.315868;59.939095;0.0;10;0.7175559837002602;0.02097902097902098;0.9790209790209791
Большая Каменка ул.;15;0.0;А;Приморский;1964;"ООО ""Жилкомсервис №4 Приморского района""";2021;"Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; АВКР; Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20964;30.301908;59.924515;0.0;54;0.3519982378862631;0.17482517482517482;0.8251748251748252
Стачек пр.;105;5.0;А;Кировский;2007;"Товарищество собственников жилья ""Стачек 105 к.5""";2020;Ремонт или замена системы канализования и водоотведения;20966;30.301163;59.962161;0.0;11;0.6914885665954706;0.024475524475524476;0.9755244755244755
Богатырский пр.;57;1.0;А;Приморский;2000;"ТСЖ ""Богатырское""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт фасадов без утепления";20968;30.34986;59.931021;0.0;18;0.5673236678211675;0.04895104895104895;0.951048951048951
Люблинский пер.;5;0.0;Б;Адмиралтейский;2009;"ООО ""УК ""Технопарк №1""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20969;30.315868;59.939095;0.0;9;0.7471321914760176;0.017482517482517484;0.9825174825174825
Ленинский пр.;178;3.0;А;Московский;1969;"ООО ""Жилкомсервис № 3 Московского района""";2020;Ремонт конструкций и замена покрытий крыш;20972;30.27106;59.986731000000006;0.0;49;0.36783047869004404;0.15734265734265734;0.8426573426573427
Шуваловский пр.;72;1.0;А;Приморский;2008;"ООО  ""ЮИТ-Сервис""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей)";20973;30.438892;59.89210300000001;0.0;10;0.7175559837002602;0.02097902097902098;0.9790209790209791
Испытателей пр.;28;3.0;А;Приморский;1994;"ООО ""Жилкомсервис №3 Приморского района""";2020;"Ремонт конструкций и замена покрытий крыш; Расходы на изготовление проектно-сметной документации; Асфальтирование и замощение придомовой территории";20980;30.339817;60.051158;0.0;24;0.5029251474667463;0.06993006993006994;0.9300699300699301
Львовская ул.;19;0.0;А;Петродворцовый;2002;"ТСЖ ""Львовская Усадьба""";2020;Ремонт конструкций и замена покрытий крыш;20988;30.265059;59.87505400000001;0.0;16;0.5954115063616282;0.04195804195804196;0.958041958041958
пос.Шушары, Окуловская ул.;8;0.0;А;Пушкинский;2010;"ООО ""УК ""Технопарк №1""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20989;30.424304;59.978512;0.0;8;0.7811293831847137;0.013986013986013986;0.986013986013986
г.Сестрорецк, Советский пр.;17;0.0;А;Курортный;1917;"ООО ""ЖКС Курортного района""";2021;"Ремонт или замена системы холодного водоснабжения; Расходы на изготовление проектно-сметной документации; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа; Ремонт или замена системы горячего водоснабжения";20990;30.260819;59.896625;0.0;101;0.2631394317913649;0.33916083916083917;0.6608391608391608
Белградская ул.;26;7.0;А;Фрунзенский;2013;"ЖСК ""Четвертая очередь""";2020;"Ремонт конструкций и замена покрытий крыш; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт или восстановление ОДС";20992;30.408637;60.03336899999999;0.0;5;0.9262141678751994;0.0034965034965034965;0.9965034965034965
Белградская ул.;52;2.0;А;Фрунзенский;2006;"ООО ""Дезис Петротрест""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы горячего водоснабжения";20995;30.493995;59.95427700000001;0.0;12;0.6682654663407499;0.027972027972027972;0.972027972027972
Маршала Жукова пр.;70;1.0;А;Кировский;1999;"Общество с ограниченной ответственностью ""Жилкомсервис № 1 Кировского района""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации; Капитальный ремонт лифтов (с заменой крупных узлов)";20996;30.315868;59.939095;0.0;19;0.5547670425085036;0.05244755244755245;0.9475524475524475
1-я Утиная ул.;17;3.0;А;Приморский;2003;"ТСЖ ""1-я Утиная ул., д.17 """;2020;"Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления; Асфальтирование и замощение придомовой территории";20997;30.261493;59.841554;0.0;15;0.6112301967738138;0.038461538461538464;0.9615384615384616
Бассейная ул.;87;0.0;А;Московский;1964;ЖСК № 79;2020;"Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт конструкций и замена покрытий крыш";20998;30.270324;60.010573;0.0;54;0.3519982378862631;0.17482517482517482;0.8251748251748252
Виленский пер.;15;0.0;А;Центральный;1906;"ТСЖ ""Преображение""";2020;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов с полной заменой оборудования: реконструкция лифтов; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Расходы на изготовление проектно-сметной документации";21002;30.322902000000006;59.957615;0.0;112;0.2504999588975237;0.3776223776223776;0.6223776223776224
Сиреневый бул.;25;1.0;А;Выборгский;2002;"Товарищество собственников жилья ""Сириус""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы электроснабжения; Капитальный ремонт лифтов (с заменой крупных узлов)";21003;30.278238;59.94590899999999;0.0;16;0.5954115063616282;0.04195804195804196;0.958041958041958
Искровский пр.;40;0.0;А;Невский;2004;"ТСЖ ""Искровский""";2020;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов (с заменой крупных узлов)";21004;30.424079;60.023434;0.0;14;0.6284766690890997;0.03496503496503497;0.965034965034965
Спирина ул.;9;2.0;А;Красносельский;2010;"ООО ""КомСервис""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления";21144;30.276378;59.91919300000001;0.0;8;0.7811293831847137;0.013986013986013986;0.986013986013986
г.Сестрорецк, 9-я линия;7;0.0;А;Курортный;1917;ЖКС Курортного района;2022;"Ремонт конструкций и замена покрытий крыш; Расходы на изготовление проектно-сметной документации";21159;30.315868;59.939095;0.0;101;0.2631394317913649;0.33916083916083917;0.6608391608391608
Спирина ул.;7;3.0;А;Красносельский;2009;"ООО ""КомСервис""";2020;"Ремонт или замена системы электроснабжения; Благоустройство придомовой территории; Ремонт или замена системы отопления";21168;30.474151000000006;59.87933100000001;0.0;9;0.7471321914760176;0.017482517482517484;0.9825174825174825
2-я линия В.О.;11;0.0;А;Василеостровский;1858;"ООО "" УК ВОЗРОЖДЕНИЕ""";2020;"Ремонт и восстановление озеленения; Асфальтирование и замощение придомовой территории";21177;30.529443;59.748323;0.0;160;0.21084462091995845;0.5454545454545454;0.4545454545454546
3-я линия В.О.;58;0.0;А;Василеостровский;1913;"ООО ""УК ""МИР""";2019;"Ремонт конструкций и замена покрытий крыш; Расходы на изготовление проектно-сметной документации";21181;30.414988;59.958043;0.0;105;0.25832755540992014;0.3531468531468531;0.6468531468531469
7-я линия В.О.;28;0.0;В;Василеостровский;1829;"ООО "" УК ВОЗРОЖДЕНИЕ""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Расходы на изготовление проектно-сметной документации";21185;30.38661;60.045453;0.0;189;0.19428343473038517;0.6468531468531469;0.3531468531468531
Соляной пер.;3;0.0;А;Центральный;1870;ООО «Жилкомсервис № 1 Центрального района»;2020;"Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы отопления";21190;30.471393;59.917637;0.0;148;0.2190105498299992;0.5034965034965035;0.49650349650349646
пос.Песочный, Советская ул.;42;0.0;А;Курортный;1917;"ООО ""ЖЭК Созвездие-Приморский""";2021;Ремонт или замена системы горячего водоснабжения;21214;30.278193;59.940911;0.0;101;0.2631394317913649;0.33916083916083917;0.6608391608391608
пос.Шушары, Славянка, Колпинское шоссе;10;3.0;А;Пушкинский;2011;"ООО ""Жилкомсервис №1 Колпинского района""";2020;Ремонт конструкций и замена покрытий крыш;21227;30.427771000000003;59.92304;0.0;7;0.8208438207128181;0.01048951048951049;0.9895104895104895
7-я Советская ул.;17;0.0;А;Центральный;1877;"ООО ""Жилкомсервис №3 Центрального района""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления";21229;30.404694;60.012696;0.0;141;0.22422342756316074;0.479020979020979;0.520979020979021
Шуваловский пр.;84;1.0;А;Приморский;2010;"ООО""КЛС""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Асфальтирование и замощение придомовой территории; Расходы на изготовление проектно-сметной документации";21237;30.145314000000006;59.82849100000001;0.0;8;0.7811293831847137;0.013986013986013986;0.986013986013986
Большевиков пр.;3;1.0;А (кв. 301-500);Невский;1986;"ООО ""Жилкомсервис № 1 Невского района""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт и восстановление озеленения; Асфальтирование и замощение придомовой территории; Ремонт или замена системы отопления";21240;30.254855;60.002787;0.0;32;0.44436174474977347;0.0979020979020979;0.9020979020979021
Чайковского ул.;20;0.0;А;Центральный;1852;ООО «Жилкомсервис № 1 Центрального района»;2020;Ремонт конструкций и замена покрытий крыш;21246;30.365653;59.84468199999999;0.0;166;0.20708192963568003;0.5664335664335665;0.43356643356643354
Стрельбищенская ул.;4;0.0;А;Фрунзенский;1964;"ООО ""Жилкомсервис № 1 Фрунзенского района""";2020;"Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт фасада (Герметизация стыков стеновых панелей)";21259;30.469516;59.939063;0.0;54;0.3519982378862631;0.17482517482517482;0.8251748251748252
Мгинская ул.;9;0.0;А;Фрунзенский;1950;"ООО ""Жилкомсервис № 1 Фрунзенского района""";2020;Асфальтирование и замощение придомовой территории;21262;30.485003000000006;59.920438;0.0;68;0.31670791083571825;0.22377622377622378;0.7762237762237763
Басков пер.;35;0.0;А;Центральный;1873;"ООО ""Жилкомсервис №3 Центрального района""";2020;"Ремонт фасадов без утепления; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления";21270;30.315868;59.939095;0.0;145;0.2212007512165281;0.493006993006993;0.506993006993007
пос.Песочный, квартал 9-й;159;0.0;А;Курортный;1952;"ООО ""ЖЭК Созвездие-Приморский""";2021;Асфальтирование и замощение придомовой территории;21271;29.777445;59.98666400000001;0.0;66;0.3211023005294827;0.21678321678321677;0.7832167832167832
пос.Песочный, квартал 16-й;250;0.0;А;Курортный;1952;"ООО ""ЖЭК Созвездие-Приморский""";2021;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";21273;30.369848;59.927125;0.0;66;0.3211023005294827;0.21678321678321677;0.7832167832167832
пос.Песочный, квартал 14-й;221;0.0;А;Курортный;1952;"ООО ""ЖЭК Созвездие-Приморский""";2021;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";21275;30.524187;59.98471;0.0;66;0.3211023005294827;0.21678321678321677;0.7832167832167832
г.Павловск, Луначарского ул.;16;2.0;А;Пушкинский;2009;"ООО ""ТосеоСтройСервис""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы горячего водоснабжения";21276;30.308709000000004;60.048759;0.0;9;0.7471321914760176;0.017482517482517484;0.9825174825174825
Яхтенная ул.;35;0.0;А;Приморский;1994;"ЖК ""Яхтенная 35""";2020;Ремонт фасадов без утепления;21280;30.339458;60.0541;0.0;24;0.5029251474667463;0.06993006993006994;0.9300699300699301
Дрезденская ул.;6;2.0;А;Выборгский;1961;"Жилищно-строительный кооператив ""Ленинградец""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления; Ремонт или замена системы отопления";21281;30.571403000000004;59.751075;0.0;57;0.3434378258701769;0.1853146853146853;0.8146853146853147
Антонова-Овсеенко ул.;5;1.0;А;Невский;2007;"ТСЖ ""Антонова-Овсеенко 5""";2020;Ремонт конструкций и замена покрытий крыш;21284;30.315868;59.939095;0.0;11;0.6914885665954706;0.024475524475524476;0.9755244755244755
Кузнецовская ул.;11;0.0;А;Московский;2002;"ТСЖ ""Варшавское-1""";2020;Ремонт конструкций и замена покрытий крыш;21289;30.239673;59.942444;0.0;16;0.5954115063616282;0.04195804195804196;0.958041958041958
Маршала Тухачевского ул.;13;0.0;А;Красногвардейский;2003;"ТСЖ ""Полюстрово""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы отопления";21290;30.304037;59.911935;0.0;15;0.6112301967738138;0.038461538461538464;0.9615384615384616
Гаккелевская ул.;22;3.0;А;Приморский;2003;"ТСЖ ""Гаккелевская 22/3""";2020;Ремонт конструкций и замена покрытий крыш;21291;30.310352;59.912941;0.0;15;0.6112301967738138;0.038461538461538464;0.9615384615384616
Орджоникидзе ул.;58;1.0;А;Московский;2007;"ТСЖ ""Орджоникидзе, 58/1""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей)";21297;30.037822;59.718357;0.0;11;0.6914885665954706;0.024475524475524476;0.9755244755244755
Орджоникидзе ул.;17;0.0;А;Московский;1961;"ООО ""Жилкомсервис № 1 Московского района""";2020;Ремонт конструкций и замена покрытий крыш;21298;30.100021;59.835089;0.0;57;0.3434378258701769;0.1853146853146853;0.8146853146853147
Ушинского ул.;2;1.0;А;Калининский;2008;"ЗАО ""Сервис-Недвижимость""";2020;"Ремонт фасадов без утепления; Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов; Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Капитальный ремонт лифтов (с заменой крупных узлов)";21300;30.206175;59.857536;0.0;10;0.7175559837002602;0.02097902097902098;0.9790209790209791
Гданьская ул.;18;1.0;Б;Выборгский;1949;"Товарищество собственников жилья ""Дом на Гданьской""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт конструкций и замена покрытий крыш";21301;30.325345;60.021042;0.0;69;0.31457758306732836;0.22727272727272727;0.7727272727272727
Крестьянский пер.;5;0.0;А;Петроградский;2004;"ТСЖ ""Крестьянский-5""";2020;"Ремонт фасадов без утепления; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения";21303;30.270117;59.885336;0.0;14;0.6284766690890997;0.03496503496503497;0.965034965034965
пос.Шушары, Пушкинская ул.;20;0.0;А;Пушкинский;2000;"ТСЖ ""Пушкинское""";2020;Ремонт или замена системы отопления;21304;30.457479;59.86762;0.0;18;0.5673236678211675;0.04895104895104895;0.951048951048951
г.Зеленогорск, Красноармейская ул.;25;0.0;А;Курортный;1917;"ООО ""ЖКС Курортного района""";2021;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Ремонт или восстановление внутридомовых инженерных систем";21306;30.342512;59.927202;0.0;101;0.2631394317913649;0.33916083916083917;0.6608391608391608
пос.Шушары, Пушкинская ул.;22 (кв.41-80);0.0;Б;Пушкинский;2000;"ТСЖ""Альтернатива""";2020;Ремонт конструкций и замена покрытий крыш;21307;30.380385;60.033616;0.0;18;0.5673236678211675;0.04895104895104895;0.951048951048951
Передовиков ул.;9;0.0;А;Красногвардейский;1985;ЖСК №1181;2020;Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов;21310;30.393959;59.832285;0.0;33;0.4384339504671269;0.10139860139860139;0.8986013986013986
г.Пушкин, Полковая ул.;5;0.0;А;Пушкинский;2007;"ООО ""Доверие""";2020;Ремонт конструкций и замена покрытий крыш;21312;30.274734;59.94403000000001;0.0;11;0.6914885665954706;0.024475524475524476;0.9755244755244755
Товарищеский пр.;6;4.0;Щ;Невский;1972;"ООО ""Жилкомсервис №1 Невского района""";2020;Ремонт или замена системы отопления;21313;30.315868;59.939095;0.0;46;0.37843946216951113;0.14685314685314685;0.8531468531468531
Новаторов Бульвар;67;2.0;А;Кировский;2007;"Товарищество собственников жилья ""Южное 5""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";21314;30.35331;60.010537;0.0;11;0.6914885665954706;0.024475524475524476;0.9755244755244755
Турбинная ул.;35;1.0;А;Кировский;2000;"Товарищество собственников жилья ""Август""";2020;"Ремонт или замена системы электроснабжения; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт конструкций и замена покрытий крыш";21315;30.342252;60.059023;0.0;18;0.5673236678211675;0.04895104895104895;0.951048951048951
Искровский пр.;27;0.0;Е;Невский;1969;"ООО ""Жилкомсервис №1 Невского района""";2020;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов (с заменой крупных узлов)";21317;30.315868;59.939095;0.0;49;0.36783047869004404;0.15734265734265734;0.8426573426573427
Петергофское Шоссе;78;14.0;А;Красносельский;2009;"ООО ""ЭК""Европейские предместья""";2020;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";21318;30.157908000000006;59.829432;0.0;9;0.7471321914760176;0.017482517482517484;0.9825174825174825
Краснодонская ул.;19;0.0;А;Красногвардейский;1964;ЖСК №24;2020;Ремонт конструкций и замена покрытий крыш;21319;30.429424;59.958647;0.0;54;0.3519982378862631;0.17482517482517482;0.8251748251748252
г.Зеленогорск, Вокзальная ул.;27;0.0;А;Курортный;1958;"ООО ""ЖЭК Созвездие""";2021;"Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа; Ремонт конструкций и замена покрытий крыш";21321;30.357882;59.850409;0.0;60;0.3354788297454366;0.1958041958041958;0.8041958041958042
Полтавская ул.;14;0.0;А;Центральный;1860;"ООО ""Жилкомсервис №3 Центрального района""";2020;Расходы на изготовление проектно-сметной документации;21324;30.176737;59.836794;0.0;158;0.21214389391568697;0.5384615384615384;0.46153846153846156
Корякова ул.;27;0.0;Б;Выборгский;2006;"Потребительский жилищно-строительный кооператив "" Озерки""";2020;Ремонт или замена системы электроснабжения;21327;30.287221;59.931427;0.0;12;0.6682654663407499;0.027972027972027972;0.972027972027972
Морская наб.;31;1.0;А;Василеостровский;1998;"ЖК ""Морская 31 """;2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт и восстановление озеленения; Асфальтирование и замощение придомовой территории";21328;30.250453000000004;59.848059;0.0;20;0.5430496563281136;0.055944055944055944;0.9440559440559441
