Улица;Номер улицы;Строение;Литера;Район;Дата постройки;УК;Ожидаемый год ремонта;Ожидаемая статья ремонта;id;Широта;Долгота;Кол-во ремонтов;Возраст дома;Техническое состояние дома;age_norm;Индекс возраста дома;Адрес;Год ремонта по ГОСТ;Дельта
Шуваловский пр.;88;1;А;Приморский;2008;"ООО""КЛС""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Ремонт и восстановление озеленения; Асфальтирование и замощение придомовой территории";20630;30.317099;59.848307999999996;0.0;10;0.7175559837002602;0.02097902097902098;0.9790209790209792;Шуваловский пр., 88, 1, А;2033.0;13.0
Червонного Казачества ул.;20;0;А;Кировский;1961;"ГУПРЭП ""Строитель""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы горячего водоснабжения";20631;30.258699;59.871748;0.0;57;0.3434378258701769;0.1853146853146853;0.8146853146853147;Червонного Казачества ул., 20, А;2021.0;1.0
Будапештская ул.;87;1;А;Фрунзенский;1994;"ТСЖ ""Будапештская 87/1""";2020;"Ремонт конструкций и замена покрытий крыш; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Асфальтирование и замощение придомовой территории; Капитальный ремонт лифтов (с заменой крупных узлов)";20633;30.474852000000002;59.90361600000001;0.0;24;0.5029251474667463;0.06993006993006994;0.93006993006993;Будапештская ул., 87, 1, А;2027.0;7.0
Ленинский пр.;55;3;А;Красносельский;2010;"ООО ""Строитель""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Капитальный ремонт лифтов (с заменой крупных узлов); Ремонт или замена системы отопления";20634;30.352115;59.93575;0.0;8;0.7811293831847137;0.013986013986013986;0.986013986013986;Ленинский пр., 55, 3, А;2027.0;7.0
Отважных ул.;2;2;А;Красносельский;2005;"ООО ""УК ""Евротракт""";2020;"Ремонт фасадов без утепления; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов; Асфальтирование и замощение придомовой территории";20635;30.25905;60.02129;0.0;13;0.6473888069275165;0.03146853146853147;0.9685314685314684;Отважных ул., 2, 2, А;2021.0;1.0
Блохина ул.;11;0;Б;Петроградский;1895;"УК ООО ""Жилкомсервис №2 Петроградского района""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа";20637;30.36784500000001;59.86660799999999;0.0;123;0.23950304654738094;0.4160839160839161;0.5839160839160841;Блохина ул., 11, Б;2021.0;1.0
Савушкина ул.;127;0;А;Приморский;2002;"ТСЖ ""Приморское-2""";2020;"Ремонт или замена системы холодного водоснабжения; Благоустройство придомовой территории; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы электроснабжения";20640;30.426505;59.892219999999995;0.0;16;0.5954115063616282;0.04195804195804196;0.958041958041958;Савушкина ул., 127, А;2021.0;1.0
Камышовая ул.;34;2;А;Приморский;1995;"ЖСК 1472 ""Гидростроитель""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Ремонт и восстановление озеленения; Ремонт или восстановление внутридомовых инженерных систем";20641;30.27296500000001;59.941843999999996;0.0;23;0.5120798198093452;0.06643356643356642;0.9335664335664337;Камышовая ул., 34, 2, А;2024.0;4.0
г.Пушкин, Октябрьский бульв.;10;1;А;Пушкинский;2000;"ТСЖ ""Графит-2""";2020;"Ремонт конструкций и замена покрытий крыш; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт фасада (Герметизация стыков стеновых панелей)";20643;30.403840000000002;60.01264200000001;0.0;18;0.5673236678211675;0.04895104895104895;0.951048951048951;г.Пушкин, Октябрьский бульв., 10, 1, А;2021.0;1.0
г.Сестрорецк, Николая Соколова ул.;31;0;А;Курортный;2013;"ООО ""Жилком СПб""";2020;Расходы на изготовление проектно-сметной документации;20644;30.256777000000003;59.856338;0.0;5;0.9262141678751994;0.0034965034965034965;0.9965034965034965;г.Сестрорецк, Николая Соколова ул., 31, А;2033.0;13.0
Ленинский пр.;74;2;А;Красносельский;2012;"ООО ""УК ""Содружество Столиц""";2020;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20645;30.339143;60.007024;0.0;6;0.8681990732694461;0.006993006993006993;0.9930069930069929;Ленинский пр., 74, 2, А;2021.0;1.0
Садовая ул.;8/7;0;Б;Центральный;1918;"ТСЖ ""Садовая,8""";2020;"Расходы на изготовление проектно-сметной документации; Ремонт или замена системы отопления";20647;29.860484999999997;59.874399;0.0;100;0.26438455702114216;0.3356643356643357;0.6643356643356644;Садовая ул., 8/7, Б;2027.0;7.0
г.Пушкин, Гусарская ул.;8;3;А;Пушкинский;2007;"ООО ""Доверие""";2020;"Капитальный ремонт лифтов с полной заменой оборудования: реконструкция лифтов; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Расходы на изготовление проектно-сметной документации";20649;30.315868;59.939094999999995;0.0;11;0.6914885665954706;0.024475524475524483;0.9755244755244756;г.Пушкин, Гусарская ул., 8, 3, А;2033.0;13.0
Дачный пр.;4;3;А;Кировский;2002;"Товарищество собственников жилья ""Дачное 3""";2020;"Ремонт конструкций и замена покрытий крыш; Благоустройство придомовой территории";20653;30.394183;60.000443000000004;0.0;16;0.5954115063616282;0.04195804195804196;0.958041958041958;Дачный пр., 4, 3, А;2030.0;10.0
Богатырский пр.;53;1;А;Приморский;2004;"ТСЖ ""Богатырское""";2020;"Ремонт или замена системы холодного водоснабжения; Благоустройство придомовой территории; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы канализования и водоотведения; Ремонт конструкций и замена покрытий крыш";20655;30.348989000000003;59.926295999999994;0.0;14;0.6284766690890997;0.03496503496503497;0.965034965034965;Богатырский пр., 53, 1, А;2024.0;4.0
Комендантский пр.;25;1;А;Приморский;1998;"ТСЖ ""жильё моё""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей)";20658;30.403579999999998;59.973681000000006;0.0;20;0.5430496563281136;0.05594405594405594;0.944055944055944;Комендантский пр., 25, 1, А;2033.0;13.0
Дыбенко ул.;40;1;А;Невский;1999;"ТСЖ""Невское""";2020;Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов;20659;30.470387;59.884713;0.0;19;0.5547670425085036;0.05244755244755245;0.9475524475524476;Дыбенко ул., 40, 1, А;2021.0;1.0
Заводской пр.;34;0;А;Колпинский;1976;"ООО ""ЖКС №1 Колпинского района""";2020;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20750;30.488443;59.89530300000001;0.0;42;0.3941588799024889;0.13286713286713284;0.8671328671328671;Заводской пр., 34, А;2024.0;4.0
Бабушкина ул.;11;0;А;Невский;1959;"ООО ""Жилкомсервис №2 евского района""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт конструкций и замена покрытий крыш";20810;30.335029;59.926570999999996;0.0;59;0.3380694590819032;0.19230769230769232;0.8076923076923077;Бабушкина ул., 11, А;2021.0;1.0
пос.Песочный, Советская ул.;12;0;А;Курортный;1917;"ООО ""РСУ ""Регион""";2021;Ремонт конструкций и замена покрытий крыш;20819;30.317943;59.911511;0.0;101;0.2631394317913649;0.3391608391608392;0.6608391608391608;пос.Песочный, Советская ул., 12, А;2033.0;12.0
Ударников пр.;49;1;А;Красногвардейский;1983;"ООО ""Жилкомсервис  №2 Красногвардейского района""";2019;Ремонт конструкций и замена покрытий крыш;20822;30.254459000000004;59.842969;0.0;35;0.4272764087092897;0.1083916083916084;0.8916083916083917;Ударников пр., 49, 1, А;2021.0;2.0
Бадаева ул.;11;0;А;Невский;1993;"ООО ""Жилкомсервис №1 Невского района""";2020;"Ремонт или замена системы холодного водоснабжения; Благоустройство придомовой территории; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации";20831;30.287374;59.904775;0.0;25;0.4942643829520352;0.07342657342657342;0.9265734265734266;Бадаева ул., 11, А;2021.0;1.0
пос.Солнечное, Колхозная ул.;7;0;А;Курортный;1917;ЖКС Курортного района;2021;Асфальтирование и замощение придомовой территории;20858;30.302537;59.952231999999995;0.0;101;0.2631394317913649;0.3391608391608392;0.6608391608391608;пос.Солнечное, Колхозная ул., 7, А;2021.0;0.0
Московский пр.;49;0;Е;Адмиралтейский;1879;"ООО ""Жилкомсервис №1 Адмиралтейского района""";2020;"Ремонт фасадов без утепления; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации";20869;30.414656;59.982608;0.0;139;0.22578091250967394;0.472027972027972;0.5279720279720279;Московский пр., 49, Е;2024.0;4.0
Розенштейна ул.;33;0;А;Адмиралтейский;1902;"ООО ""СТИЛЕС""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации";20881;30.200622999999997;59.834189;0.0;116;0.24633069683803605;0.3916083916083916;0.6083916083916083;Розенштейна ул., 33, А;2021.0;1.0
11-я линия В.О.;16;0;Б;Василеостровский;1886;"ООО "" УК ВОЗРОЖДЕНИЕ""";2020;"Ремонт и восстановление озеленения; Асфальтирование и замощение придомовой территории";20889;30.315868;59.939094999999995;0.0;132;0.23149323547905826;0.4475524475524476;0.5524475524475525;11-я линия В.О., 16, Б;2033.0;13.0
Гаврская ул.;13;0;А;Выборгский;1953;"ООО ""СТРОИТЕЛЬНЫЕ СИСТЕМЫ""";2020;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов с полной заменой оборудования: реконструкция лифтов; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20899;30.170296;59.843042000000004;0.0;65;0.3233695734122771;0.21328671328671328;0.7867132867132867;Гаврская ул., 13, А;2021.0;1.0
Кржижановского ул.;3;2;А;Невский;1986;"ТСЖ ""Кржижановского, д.3, к.2""";2020;Ремонт фасада (Герметизация стыков стеновых панелей);20903;30.482802000000003;59.93800400000001;0.0;32;0.4443617447497735;0.0979020979020979;0.902097902097902;Кржижановского ул., 3, 2, А;2024.0;4.0
1-я линия В.О.;8;0;Б;Василеостровский;1917;"ООО "" УК ВОЗРОЖДЕНИЕ""";2020;"Ремонт фасадов без утепления; Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения";20904;30.486197999999998;59.901662;0.0;101;0.2631394317913649;0.3391608391608392;0.6608391608391608;1-я линия В.О., 8, Б;2024.0;4.0
г.Павловск, Первого Мая ул.;10;5;А;Пушкинский;2009;"ТСЖ ""Павловские усадьбы""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Ремонт и восстановление озеленения; Расходы на изготовление проектно-сметной документации; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа";20913;30.362769;59.833027;0.0;9;0.7471321914760176;0.017482517482517484;0.9825174825174824;г.Павловск, Первого Мая ул., 10, 5, А;2021.0;1.0
Тюшина ул.;8;0;А;Центральный;1882;"ООО "" Жилкомсервис №2 Центрального района """;2020;"Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления";20914;30.315868;59.939094999999995;0.0;136;0.22817785443674646;0.4615384615384616;0.5384615384615384;Тюшина ул., 8, А;2024.0;4.0
Львовская ул.;17;0;А;Петродворцовый;2003;"ТСЖ ""Львовская Усадьба""";2020;Ремонт конструкций и замена покрытий крыш;20918;30.210424;60.00758199999999;0.0;15;0.6112301967738138;0.038461538461538464;0.9615384615384616;Львовская ул., 17, А;2021.0;1.0
г.Павловск, Детскосельская ул.;4;0;А;Пушкинский;2008;"ООО ""ЖКС""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления";20920;30.408960999999998;60.01965300000001;0.0;10;0.7175559837002602;0.02097902097902098;0.9790209790209792;г.Павловск, Детскосельская ул., 4, А;2027.0;7.0
пос.Шушары, Московское шоссе;272;0;А;Пушкинский;2012;"ООО ""Жилищно-эксплуатацтонная компания""";2020;"Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации; Ремонт конструкций и замена покрытий крыш";20924;30.354153999999998;59.92983100000001;0.0;6;0.8681990732694461;0.006993006993006993;0.9930069930069929;пос.Шушары, Московское шоссе, 272, А;2021.0;1.0
Блохина ул.;13;0;А;Петроградский;2007;"ТСЖ ""Блохина 13""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа";20926;30.422983000000002;59.926774;0.0;11;0.6914885665954706;0.024475524475524483;0.9755244755244756;Блохина ул., 13, А;2021.0;1.0
Пр. Славы;52;1;А;Фрунзенский;2007;"ТСЖ ""На Славе""";2020;"Ремонт или замена системы электроснабжения; Ремонт конструкций и замена покрытий крыш";20927;30.239395000000002;60.013303;0.0;11;0.6914885665954706;0.024475524475524483;0.9755244755244756;Пр. Славы, 52, 1, А;2021.0;1.0
Съезжинская ул.;36;0;А;Петроградский;2005;"ТСЖ ""Съезжинская, 36""";2020;"Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Ремонт или замена системы отопления";20930;30.26656;60.006048;0.0;13;0.6473888069275165;0.03146853146853147;0.9685314685314684;Съезжинская ул., 36, А;2024.0;4.0
Счастливая ул.;12;0;Б;Кировский;2002;"Товарищество собственников жилья ""Счастливая 12""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Расходы на изготовление проектно-сметной документации; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20932;30.455826000000002;59.920171999999994;0.0;16;0.5954115063616282;0.04195804195804196;0.958041958041958;Счастливая ул., 12, Б;2024.0;4.0
Бадаева ул.;6;1;А;Невский;2009;"ТСЖ ""Бадаева, 8""";2020;"Ремонт или замена системы холодного водоснабжения; Благоустройство придомовой территории; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы канализования и водоотведения; Ремонт конструкций и замена покрытий крыш";20935;30.14906;59.827813;0.0;9;0.7471321914760176;0.017482517482517484;0.9825174825174824;Бадаева ул., 6, 1, А;2021.0;1.0
Маршала Казакова ул.;11;0;А;Кировский;2002;"Общество с ограниченной ответственностью ""Жилкомсервис № 3 Кировского района""";2020;Ремонт конструкций и замена покрытий крыш;20936;30.101009;59.83595699999999;0.0;16;0.5954115063616282;0.04195804195804196;0.958041958041958;Маршала Казакова ул., 11, А;2021.0;1.0
г.Пушкин, Песочная ул.;4;0;А;Пушкинский;2008;"ТСЖ ""Царскосельская усадьба - 1""";2020;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20938;30.420351;59.971204;0.0;10;0.7175559837002602;0.02097902097902098;0.9790209790209792;г.Пушкин, Песочная ул., 4, А;2021.0;1.0
пос.Песочный, Военный городок;20;0;А;Курортный;1958;"ООО ""ЖЭК Созвездие""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления";20941;30.389296;59.836057;0.0;60;0.3354788297454366;0.1958041958041958;0.8041958041958042;пос.Песочный, Военный городок, 20, А;2021.0;1.0
Большевиков пр.;22;3;А;Невский;1998;"ТСЖ ""Лагуна""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; Расходы на изготовление проектно-сметной документации";20942;30.364071999999997;59.859777;0.0;20;0.5430496563281136;0.05594405594405594;0.944055944055944;Большевиков пр., 22, 3, А;2024.0;4.0
Народного Ополчения пр.;7;0;А;Кировский;1963;"Общество с ограниченной ответственностью ""Жилкомсервис № 1 Кировского района""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы горячего водоснабжения";20943;30.566696000000004;59.747184999999995;0.0;55;0.34907322156779746;0.17832167832167833;0.8216783216783217;Народного Ополчения пр., 7, А;2021.0;1.0
Юрия Гагарина пр.;53;0;А;Московский;1961;"ООО ""Жилкомсервис № 1 Московского района""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения";20945;30.371303;59.847046999999996;0.0;57;0.3434378258701769;0.1853146853146853;0.8146853146853147;Юрия Гагарина пр., 53, А;2021.0;1.0
Варшавская ул.;19;2;А;Московский;2005;"УК  ""ООО"" Инженерно-техническая служба""";2020;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов с частичной заменой оборудования: модернизация лифтов";20947;30.299618;60.035585;0.0;13;0.6473888069275165;0.03146853146853147;0.9685314685314684;Варшавская ул., 19, 2, А;2024.0;4.0
Чекистов ул.;22;0;А;Красносельский;2000;"ООО ""Жилищник""";2020;"Ремонт или замена системы холодного водоснабжения; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения";20949;30.419102000000002;60.004442000000004;0.0;18;0.5673236678211675;0.04895104895104895;0.951048951048951;Чекистов ул., 22, А;2027.0;7.0
6-я Красноармейская ул.;19;0;А;Адмиралтейский;1917;"ТСЖ ""6-я Красноармейская-19""";2020;"Ремонт или замена системы электроснабжения; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш";20950;30.353912;59.928230000000006;0.0;101;0.2631394317913649;0.3391608391608392;0.6608391608391608;6-я Красноармейская ул., 19, А;2021.0;1.0
Хасанская ул.;10;2;А;Красногвардейский;2008;"ООО УК ""Монтаж оболрудование плюс""";2020;"Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы горячего водоснабжения";20953;30.368796999999997;60.05008;0.0;10;0.7175559837002602;0.02097902097902098;0.9790209790209792;Хасанская ул., 10, 2, А;2033.0;13.0
Дунайский пр.;28;2;А;Московский;2008;"ТСЖ ""Дунайский 28/2""";2020;"Ремонт фасада (Герметизация стыков стеновых панелей); Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20963;30.315868;59.939094999999995;0.0;10;0.7175559837002602;0.02097902097902098;0.9790209790209792;Дунайский пр., 28, 2, А;2033.0;13.0
Большая Каменка ул.;15;0;А;Приморский;1964;"ООО ""Жилкомсервис №4 Приморского района""";2021;"Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы канализования и водоотведения; Ремонт или замена системы отопления; АВКР; Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20964;30.301908;59.924515;0.0;54;0.3519982378862631;0.17482517482517482;0.8251748251748252;Большая Каменка ул., 15, А;2021.0;0.0
Стачек пр.;105;5;А;Кировский;2007;"Товарищество собственников жилья ""Стачек 105 к.5""";2020;Ремонт или замена системы канализования и водоотведения;20966;30.301163;59.962161;0.0;11;0.6914885665954706;0.024475524475524483;0.9755244755244756;Стачек пр., 105, 5, А;2024.0;4.0
Богатырский пр.;57;1;А;Приморский;2000;"ТСЖ ""Богатырское""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт фасадов без утепления";20968;30.349859999999996;59.931020999999994;0.0;18;0.5673236678211675;0.04895104895104895;0.951048951048951;Богатырский пр., 57, 1, А;2021.0;1.0
Люблинский пер.;5;0;Б;Адмиралтейский;2009;"ООО ""УК ""Технопарк №1""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20969;30.315868;59.939094999999995;0.0;9;0.7471321914760176;0.017482517482517484;0.9825174825174824;Люблинский пер., 5, Б;2024.0;4.0
Ленинский пр.;178;3;А;Московский;1969;"ООО ""Жилкомсервис № 3 Московского района""";2020;Ремонт конструкций и замена покрытий крыш;20972;30.27106;59.986731000000006;0.0;49;0.367830478690044;0.15734265734265734;0.8426573426573427;Ленинский пр., 178, 3, А;2024.0;4.0
Шуваловский пр.;72;1;А;Приморский;2008;"ООО  ""ЮИТ-Сервис""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей)";20973;30.438892;59.89210300000001;0.0;10;0.7175559837002602;0.02097902097902098;0.9790209790209792;Шуваловский пр., 72, 1, А;2027.0;7.0
Испытателей пр.;28;3;А;Приморский;1994;"ООО ""Жилкомсервис №3 Приморского района""";2020;"Ремонт конструкций и замена покрытий крыш; Расходы на изготовление проектно-сметной документации; Асфальтирование и замощение придомовой территории";20980;30.339817;60.051157999999994;0.0;24;0.5029251474667463;0.06993006993006994;0.93006993006993;Испытателей пр., 28, 3, А;2027.0;7.0
Львовская ул.;19;0;А;Петродворцовый;2002;"ТСЖ ""Львовская Усадьба""";2020;Ремонт конструкций и замена покрытий крыш;20988;30.265059;59.87505400000001;0.0;16;0.5954115063616282;0.04195804195804196;0.958041958041958;Львовская ул., 19, А;2027.0;7.0
пос.Шушары, Окуловская ул.;8;0;А;Пушкинский;2010;"ООО ""УК ""Технопарк №1""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт фасада (Герметизация стыков стеновых панелей); Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов";20989;30.424304;59.978512;0.0;8;0.7811293831847137;0.013986013986013986;0.986013986013986;пос.Шушары, Окуловская ул., 8, А;2021.0;1.0
г.Сестрорецк, Советский пр.;17;0;А;Курортный;1917;"ООО ""ЖКС Курортного района""";2021;"Ремонт или замена системы холодного водоснабжения; Расходы на изготовление проектно-сметной документации; Установка общедомовых (и квартирных при замене сетей) приборов учета потребления: тепловой энергии на нужды отопления и горячего водоснабжения, потребления холодной воды, электрической энергии, газа; Ремонт или замена системы горячего водоснабжения";20990;30.260819;59.896625;0.0;101;0.2631394317913649;0.3391608391608392;0.6608391608391608;г.Сестрорецк, Советский пр., 17, А;2033.0;12.0
Белградская ул.;26;7;А;Фрунзенский;2013;"ЖСК ""Четвертая очередь""";2020;"Ремонт конструкций и замена покрытий крыш; Благоустройство придомовой территории; Ремонт и восстановление озеленения; Ремонт или восстановление ОДС";20992;30.408637;60.03336899999999;0.0;5;0.9262141678751994;0.0034965034965034965;0.9965034965034965;Белградская ул., 26, 7, А;2021.0;1.0
Белградская ул.;52;2;А;Фрунзенский;2006;"ООО ""Дезис Петротрест""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы горячего водоснабжения";20995;30.493995;59.95427700000001;0.0;12;0.6682654663407499;0.02797202797202797;0.9720279720279721;Белградская ул., 52, 2, А;2021.0;1.0
Маршала Жукова пр.;70;1;А;Кировский;1999;"Общество с ограниченной ответственностью ""Жилкомсервис № 1 Кировского района""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Благоустройство придомовой территории; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления; Ремонт или замена системы электроснабжения; Расходы на изготовление проектно-сметной документации; Капитальный ремонт лифтов (с заменой крупных узлов)";20996;30.315868;59.939094999999995;0.0;19;0.5547670425085036;0.05244755244755245;0.9475524475524476;Маршала Жукова пр., 70, 1, А;2024.0;4.0
1-я Утиная ул.;17;3;А;Приморский;2003;"ТСЖ ""1-я Утиная ул., д.17 """;2020;"Ремонт конструкций и замена покрытий крыш; Ремонт фасадов без утепления; Асфальтирование и замощение придомовой территории";20997;30.261492999999998;59.841554;0.0;15;0.6112301967738138;0.038461538461538464;0.9615384615384616;1-я Утиная ул., 17, 3, А;2021.0;1.0
Бассейная ул.;87;0;А;Московский;1964;ЖСК № 79;2020;"Ремонт или замена системы холодного водоснабжения; Ремонт или замена системы канализования и водоотведения; Ремонт конструкций и замена покрытий крыш";20998;30.270324;60.010573;0.0;54;0.3519982378862631;0.17482517482517482;0.8251748251748252;Бассейная ул., 87, А;2024.0;4.0
Виленский пер.;15;0;А;Центральный;1906;"ТСЖ ""Преображение""";2020;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов с полной заменой оборудования: реконструкция лифтов; Капитальный ремонт лифтов с полной  заменой оборудования: реконструкция  лифтов; Расходы на изготовление проектно-сметной документации";21002;30.32290200000001;59.957615000000004;0.0;112;0.2504999588975237;0.3776223776223776;0.6223776223776224;Виленский пер., 15, А;2027.0;7.0
Сиреневый бул.;25;1;А;Выборгский;2002;"Товарищество собственников жилья ""Сириус""";2020;"Ремонт или замена системы горячего водоснабжения; Ремонт или замена системы холодного водоснабжения; Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы электроснабжения; Капитальный ремонт лифтов (с заменой крупных узлов)";21003;30.278238;59.94590899999999;0.0;16;0.5954115063616282;0.04195804195804196;0.958041958041958;Сиреневый бул., 25, 1, А;2027.0;7.0
Искровский пр.;40;0;А;Невский;2004;"ТСЖ ""Искровский""";2020;"Ремонт конструкций и замена покрытий крыш; Капитальный ремонт лифтов (с заменой крупных узлов)";21004;30.424079;60.023433999999995;0.0;14;0.6284766690890997;0.03496503496503497;0.965034965034965;Искровский пр., 40, А;2027.0;7.0
Спирина ул.;9;2;А;Красносельский;2010;"ООО ""КомСервис""";2020;"Ремонт конструкций и замена покрытий крыш; Ремонт или замена системы отопления";21144;30.276378;59.91919300000001;0.0;8;0.7811293831847137;0.013986013986013986;0.986013986013986;Спирина ул., 9, 2, А;2021.0;1.0
